word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,source,source_url,license
interference,,combining of waves to reinforce or cancel,干涉,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
standing wave,,a wave pattern with fixed nodes and antinodes,驻波,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
photoelectric effect,,electron emission from light striking a material,光电效应,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
photon,,a quantum of light,光子,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
de Broglie wavelength,,the wavelength associated with a moving particle,德布罗意波长,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
nuclear fission,,splitting of a nucleus,核裂变,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
nuclear fusion,,combining of nuclei,核聚变,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
ecosystem service,,a benefit humans receive from ecosystems,生态系统服务,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
biogeochemical cycle,,movement of matter through living and nonliving parts of Earth,生物地球化学循环,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
carbon cycle,,"movement of carbon among atmosphere, organisms, water, and rocks",碳循环,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
nitrogen cycle,,movement and transformation of nitrogen in ecosystems,氮循环,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
phosphorus cycle,,movement of phosphorus through ecosystems and rocks,磷循环,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
hydrologic cycle,,movement of water through Earth systems,水循环,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
primary succession,,ecosystem development where no soil exists,初生演替,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
secondary succession,,ecosystem recovery where soil remains,次生演替,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
population growth rate,,the rate at which a population changes size,种群增长率,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
ecological footprint,,a measure of resource demand by a person or population,生态足迹,n.,,,k12_stem ap_stem grade_ap ap_environmental_science science environmental_science,,,,"{""aliases"": [], ""ap_course"": ""ap_environmental_science"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-environmental-science"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 88, ""k12_rank"": 6012, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""environmental_science""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-environmental-science,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
